"PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice","Garage.Age"
533130020,60,"RL",107,10186,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1992,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",674,"Unf",0,76,750,"GasA","Ex","Y","SBrkr",1061,862,0,1923,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","RFn",2,564,"TA","TA","Y",240,39,0,0,0,0,"No","No","No",0,6,2010,"WD ","Normal",190000,18
533130130,60,"RL",85,13143,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1993,1993,"Gable","CompShg","HdBoard","ImStucc","BrkFace",504,"Gd","TA","PConc","Gd","TA","No","LwQ",250,"GLQ",981,0,1231,"GasA","Ex","Y","SBrkr",1251,1098,0,2349,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd","RFn",3,762,"TA","TA","Y",32,130,0,0,0,0,"No","No","No",0,6,2010,"WD ","Normal",362500,17
533130160,60,"RL",88,11134,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1992,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",180,"Gd","TA","PConc","Gd","TA","No","GLQ",1129,"Unf",0,261,1390,"GasA","Ex","Y","SBrkr",1402,823,0,2225,1,0,2,1,4,1,"Gd",7,"Typ",1,"TA","Attchd","RFn",3,713,"TA","TA","Y",198,30,0,0,0,0,"No","No","No",0,6,2010,"WD ","Normal",285000,18
533208090,160,"FV",39,3515,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,840,840,"GasA","Ex","Y","SBrkr",840,840,0,1680,0,0,2,1,2,1,"Gd",3,"Typ",0,"No","Attchd","RFn",2,588,"TA","TA","Y",0,111,0,0,0,0,"No","No","No",0,1,2010,"WD ","Normal",190000,6
533210060,160,"FV",30,3215,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2004,2004,"Gable","CompShg","MetalSd","MetalSd","BrkFace",120,"Gd","TA","PConc","Gd","TA","Av","GLQ",280,"Unf",0,320,600,"GasA","Ex","Y","SBrkr",600,600,0,1200,0,0,2,1,2,1,"Gd",4,"Typ",0,"No","Detchd","RFn",2,480,"TA","TA","Y",0,172,0,0,0,0,"No","No","No",0,4,2010,"ConLD","Normal",155000,6
533212020,160,"FV",24,2544,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,2004,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",368,"ALQ",42,190,600,"GasA","Ex","Y","SBrkr",600,600,0,1200,1,0,2,1,2,1,"Gd",4,"Typ",0,"No","Detchd","RFn",2,480,"TA","TA","Y",0,172,0,0,0,0,"No","No","No",0,2,2010,"WD ","Normal",149500,6
533212060,160,"FV",24,2544,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",216,"Gd","TA","PConc","Gd","TA","No","GLQ",376,"Unf",0,224,600,"GasA","Ex","Y","SBrkr",600,636,0,1236,1,0,2,1,2,1,"Gd",4,"Typ",0,"No","Detchd","RFn",2,480,"TA","TA","Y",0,166,0,0,0,0,"No","No","No",0,5,2010,"WD ","Normal",152000,5
533223020,160,"FV",24,2572,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,1999,1999,"Hip","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","ALQ",604,"Unf",0,92,696,"GasA","Ex","Y","SBrkr",696,720,0,1416,1,0,2,1,3,1,"Gd",6,"Typ",0,"No","Detchd","Unf",2,484,"TA","TA","Y",0,44,0,0,0,0,"No","No","No",0,5,2010,"WD ","Normal",155000,11
533238045,20,"FV",57,12853,"Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2010,2010,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Ex","Po","No","GLQ",1032,"Unf",0,610,1642,"GasA","Ex","Y","SBrkr",1418,0,0,1418,1,0,1,1,1,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",3,852,"TA","TA","Y",160,192,0,224,0,0,"No","No","No",0,4,2010,"New","Partial",267916,0
533253060,120,"RL",30,4420,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Greens","Norm","Norm","TwnhsE","1Story",8,5,1980,1980,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",728,"Unf",0,0,728,"GasA","TA","Y","SBrkr",788,0,0,788,1,0,1,0,1,1,"Gd",3,"Typ",1,"TA","Detchd","Fin",2,484,"TA","TA","Y",133,42,0,0,0,0,"No","No","No",0,6,2010,"WD ","Normal",155000,30
533253210,120,"RL",40,3880,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Greens","Norm","Norm","Twnhs","1Story",8,6,1978,1978,"Gable","CompShg","Wd Sdng","Plywood","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",1052,"Unf",0,174,1226,"GasA","TA","Y","SBrkr",1226,0,0,1226,1,0,1,0,1,1,"Gd",4,"Typ",1,"TA","Attchd","Fin",2,484,"TA","TA","Y",223,78,0,0,0,0,"No","No","No",0,1,2010,"WD ","Normal",206000,32
534102025,20,"FV",80,8000,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",833,"Unf",0,659,1492,"GasA","Ex","Y","SBrkr",1492,0,0,1492,1,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,596,"TA","TA","Y",277,137,0,0,0,0,"No","No","No",0,4,2010,"WD ","Normal",230000,8
534202160,20,"RL",80,9600,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Hip","CompShg","VinylSd","VinylSd","BrkFace",172,"TA","TA","CBlock","TA","TA","No","Rec",698,"Unf",0,534,1232,"GasA","TA","Y","SBrkr",1232,0,0,1232,1,0,1,1,3,1,"TA",6,"Typ",0,"No","Attchd","RFn",2,490,"TA","TA","Y",0,224,0,0,0,0,"No","No","No",0,4,2010,"WD ","Normal",142250,44
534276360,20,"RL",77,9320,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1959,1959,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",569,"Unf",0,381,950,"GasA","Fa","Y","SBrkr",1225,0,0,1225,1,0,1,1,3,1,"TA",6,"Typ",0,"No","No","No",0,0,"No","No","Y",352,0,0,0,0,0,"No","No","Shed",400,1,2010,"WD ","Normal",128950,0
534401140,20,"RL",88,9680,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1967,1967,"Gable","CompShg","Wd Sdng","Plywood","BrkFace",268,"TA","TA","CBlock","TA","TA","No","BLQ",1010,"Unf",0,500,1510,"GasA","Ex","Y","SBrkr",1510,0,0,1510,1,0,2,0,3,1,"Gd",6,"Typ",0,"No","Attchd","RFn",2,517,"TA","TA","Y",0,40,0,0,204,0,"No","GdPrv","No",0,4,2010,"WD ","Normal",178900,43
534427010,90,"RL",98,13260,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,6,1962,2001,"Hip","CompShg","HdBoard","HdBoard","BrkFace",144,"TA","TA","CBlock","TA","TA","No","BLQ",1500,"Unf",0,228,1728,"GasA","TA","Y","SBrkr",1728,0,0,1728,2,0,2,0,6,2,"TA",10,"Typ",0,"No","No","No",0,0,"No","No","Y",0,0,0,0,0,0,"No","No","No",0,1,2010,"Oth","Abnorml",84900,0
534431050,50,"RL",68,9724,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",5,7,1952,2002,"Gable","CompShg","MetalSd","MetalSd","BrkFace",265,"Gd","TA","CBlock","TA","TA","No","LwQ",670,"Unf",0,470,1140,"GasA","Gd","Y","SBrkr",1929,532,0,2461,0,0,2,0,3,1,"TA",7,"Min2",2,"Gd","Detchd","Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,"No","GdWo","No",0,3,2010,"WD ","Normal",197600,16
534431070,50,"RL",120,17360,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,6,1949,1950,"Gable","CompShg","MetalSd","MetalSd","Stone",340,"TA","Gd","CBlock","TA","TA","No","Rec",300,"Unf",0,482,782,"GasA","TA","Y","SBrkr",1019,537,0,1556,0,0,2,0,3,1,"TA",6,"Typ",1,"Gd","Attchd","Unf",2,470,"TA","TA","Y",0,0,150,0,0,0,"No","No","No",0,1,2010,"WD ","Normal",172500,61
534450180,20,"RL",50,7207,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,7,1958,2008,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","Gd","CBlock","TA","TA","Gd","BLQ",696,"Unf",0,162,858,"GasA","Gd","Y","SBrkr",858,0,0,858,1,0,1,0,2,1,"TA",4,"Typ",0,"No","No","No",0,0,"No","No","Y",117,0,0,0,0,0,"No","No","No",0,2,2010,"WD ","Normal",116500,0
534475100,20,"RL",80,9920,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","HdBoard","HdBoard","Stone",110,"TA","TA","CBlock","TA","TA","No","Rec",354,"LwQ",290,412,1056,"GasA","TA","Y","SBrkr",1063,0,0,1063,1,0,1,0,3,1,"TA",6,"Typ",0,"No","Attchd","RFn",1,280,"TA","TA","Y",0,0,164,0,0,0,"No","MnPrv","No",0,2,2010,"WD ","Normal",128000,56
534479320,20,"RL",78,7800,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg","HdBoard","HdBoard","BrkFace",200,"TA","TA","PConc","TA","TA","No","LwQ",540,"Unf",0,728,1268,"GasA","Gd","Y","SBrkr",1268,0,0,1268,0,0,1,0,2,1,"TA",7,"Typ",1,"Gd","Attchd","Fin",1,244,"TA","TA","Y",0,98,0,0,0,0,"No","No","No",0,3,2010,"WD ","Normal",132000,56
535101020,85,"RL",75,11380,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SFoyer",6,8,1966,2008,"Gable","CompShg","HdBoard","HdBoard","BrkFace",216,"TA","TA","CBlock","TA","TA","Gd","GLQ",944,"Unf",0,136,1080,"GasA","Gd","Y","SBrkr",1128,0,0,1128,1,0,1,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd","Unf",1,315,"TA","TA","Y",238,0,0,0,0,0,"No","No","Shed",1500,1,2010,"WD ","Normal",178000,44
535106190,90,"RL",80,11600,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","Duplex","2Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkFace",361,"TA","TA","CBlock","TA","TA","No","Rec",443,"Unf",0,662,1105,"GasA","TA","Y","FuseA",1105,1169,0,2274,0,0,2,0,5,2,"TA",12,"Typ",0,"No","Detchd","Unf",2,480,"TA","TA","Y",0,0,0,0,0,0,"No","No","No",0,1,2010,"WD ","Normal",154300,50
535152050,20,"RL",70,8197,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,5,2003,2009,"Gable","CompShg","VinylSd","VinylSd","BrkFace",506,"Gd","TA","PConc","Gd","TA","No","GLQ",1188,"Unf",0,292,1480,"GasA","Ex","Y","SBrkr",1480,0,0,1480,1,0,2,0,3,1,"Gd",7,"Typ",0,"No","Attchd","RFn",2,620,"TA","TA","Y",252,73,0,0,0,0,"No","MnPrv","Shed",300,2,2010,"WD ","Normal",214000,7
535152250,20,"RL",70,8400,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1957,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",922,"Unf",0,392,1314,"GasA","TA","Y","SBrkr",1314,0,0,1314,1,0,1,0,3,1,"TA",5,"Typ",0,"No","Attchd","RFn",1,294,"TA","TA","Y",250,0,0,0,0,0,"No","No","No",0,6,2010,"WD ","Normal",145000,53
535153070,20,"RL",73,8760,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Hip","CompShg","MetalSd","MetalSd","BrkFace",220,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1194,1194,"GasA","TA","Y","SBrkr",1194,0,0,1194,1,0,1,0,3,1,"TA",6,"Typ",0,"No","Attchd","RFn",1,312,"TA","TA","Y",0,0,120,0,0,0,"No","No","No",0,4,2010,"WD ","Normal",148000,51
535175180,20,"RL",87,10725,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","MetalSd","MetalSd","BrkFace",91,"TA","TA","CBlock","TA","TA","No","Rec",936,"Unf",0,270,1206,"GasA","Fa","Y","SBrkr",1206,0,0,1206,0,0,1,0,3,1,"TA",6,"Typ",0,"No","Attchd","RFn",1,312,"TA","TA","Y",0,21,0,0,0,0,"No","No","No",0,5,2010,"WD ","Normal",108538,51
535179020,20,"RL",80,10032,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1959,1959,"Gable","CompShg","Wd Sdng","Wd Sdng","Stone",432,"TA","TA","CBlock","TA","TA","No","Rec",734,"Unf",0,510,1244,"GasA","Ex","Y","SBrkr",1580,0,0,1580,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd","Unf",2,440,"TA","TA","Y",0,28,0,0,160,0,"No","GdWo","No",0,6,2010,"WD ","Normal",159500,54
535180130,50,"RL",60,8382,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",4,5,1956,1956,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,832,832,"GasA","TA","Y","FuseA",832,505,0,1337,0,0,1,0,3,1,"TA",5,"Typ",0,"No","Attchd","Unf",1,263,"TA","TA","Y",0,0,0,0,0,0,"No","No","No",0,2,2010,"WD ","Normal",108000,54
535302080,20,"RL",60,10950,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1952,1952,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",339,"Unf",0,525,864,"GasA","TA","Y","SBrkr",1064,0,0,1064,0,1,1,0,2,1,"Fa",4,"Typ",0,"No","Detchd","Unf",1,318,"TA","TA","Y",0,0,0,0,0,0,"No","No","No",0,5,2010,"WD ","Normal",135000,58
535302200,20,"RL",119,10895,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",648,"Unf",0,324,972,"GasA","TA","Y","SBrkr",972,0,0,972,0,0,1,0,3,1,"TA",5,"Typ",0,"No","Attchd","Unf",1,305,"TA","TA","Y",0,0,205,0,0,0,"No","GdWo","No",0,6,2010,"WD ","Normal",122500,55
535304060,190,"RL",70,13587,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","2fmCon","1Story",5,5,1958,1958,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","Rec",532,"Unf",0,456,988,"GasA","TA","Y","SBrkr",988,0,0,988,1,0,1,0,2,1,"TA",5,"Typ",0,"No","Attchd","Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,"No","No","No",0,4,2010,"WD ","Abnorml",119000,52
535304180,20,"RL",68,7922,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1953,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",731,"Unf",0,326,1057,"GasA","TA","Y","SBrkr",1057,0,0,1057,1,0,1,0,3,1,"Gd",5,"Typ",0,"No","Detchd","Unf",1,246,"TA","TA","Y",0,52,0,0,0,0,"No","No","No",0,1,2010,"WD ","Abnorml",109000,57
535325400,30,"RL",65,7898,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,1920,1994,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,576,576,"GasA","Gd","Y","SBrkr",985,0,0,985,0,1,1,0,2,1,"TA",4,"Typ",0,"No","Detchd","Unf",2,676,"TA","TA","N",0,0,0,0,0,0,"No","No","No",0,4,2010,"WD ","Normal",105000,21
535327140,20,"RL",60,7200,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1955,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","Slab","NB","NB","NB","NB",0,"NB",0,0,0,"GasA","Ex","Y","SBrkr",827,0,0,827,0,0,1,0,2,1,"TA",5,"Mod",1,"Po","Detchd","Unf",1,392,"TA","TA","Y",0,0,0,0,0,0,"No","No","No",0,4,2010,"WD ","Normal",107500,43
535350030,20,"RL",85,10200,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,"TA","TA","CBlock","TA","TA","No","ALQ",320,"BLQ",362,404,1086,"GasA","Gd","Y","SBrkr",1086,0,0,1086,1,0,1,0,3,1,"TA",6,"Typ",0,"No","Attchd","Unf",2,490,"TA","TA","Y",0,0,0,0,0,0,"No","GdWo","No",0,5,2010,"WD ","Normal",144900,21
535350040,20,"RL",74,5868,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1956,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",248,"Rec",240,448,936,"GasA","Ex","Y","SBrkr",936,0,0,936,1,0,1,0,2,1,"TA",4,"Typ",0,"No","Attchd","Fin",1,308,"TA","TA","Y",0,0,80,0,160,0,"No","No","No",0,5,2010,"WD ","Normal",129000,54
535425010,80,"RL",96,11275,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","PosN","Norm","1Fam","SLvl",7,7,1967,2007,"Mansard","WdShake","Wd Sdng","Wd Sdng","BrkFace",300,"Gd","Gd","CBlock","Gd","TA","No","Unf",0,"Unf",0,710,710,"GasA","Ex","Y","SBrkr",1898,1080,0,2978,0,0,2,1,5,1,"Gd",11,"Typ",1,"Gd","BuiltIn","Fin",2,564,"TA","TA","Y",240,0,0,0,0,0,"No","No","No",0,6,2010,"WD ","Normal",242000,49
535450210,50,"RL",60,8064,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,8,1948,2004,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",481,"Rec",174,161,816,"GasA","TA","Y","SBrkr",816,408,0,1224,1,0,1,0,3,1,"TA",5,"Typ",0,"No","Detchd","Unf",1,280,"TA","TA","Y",414,0,0,0,0,0,"No","GdWo","No",0,5,2010,"WD ","Normal",132000,60
535456110,20,"RL",60,7200,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1951,2000,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Mn","BLQ",234,"Rec",486,180,900,"GasA","TA","Y","SBrkr",900,0,0,900,0,1,1,0,3,1,"Gd",5,"Typ",0,"No","Detchd","Unf",2,576,"TA","TA","Y",222,32,0,0,0,0,"No","No","No",0,5,2010,"WD ","Normal",134800,5
535457090,20,"RL",81,7635,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1960,1960,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",588,"LwQ",350,237,1175,"GasA","Ex","Y","SBrkr",1175,0,0,1175,0,0,1,1,3,1,"TA",6,"Typ",0,"No","Detchd","RFn",2,484,"TA","TA","Y",0,0,0,0,0,0,"No","No","No",0,6,2010,"WD ","Normal",148000,50
902104060,50,"RM",55,8800,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,7,1910,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,576,576,"GasA","Gd","Y","SBrkr",792,348,0,1140,0,0,1,0,3,1,"TA",7,"Min2",0,"No","No","No",0,0,"No","No","N",0,160,0,0,0,0,"No","No","No",0,6,2010,"WD ","Normal",96500,0
902106140,30,"RM",56,8960,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,6,1927,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1008,1008,"GasA","Gd","Y","FuseA",1028,0,0,1028,0,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd","Unf",2,360,"TA","TA","Y",0,0,130,0,0,0,"No","No","No",0,3,2010,"WD ","Normal",115000,83
902128170,30,"RM",60,7200,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,7,1940,1992,"Gable","CompShg","MetalSd","MetalSd","Stone",294,"TA","Gd","CBlock","TA","TA","No","BLQ",510,"Unf",0,278,788,"GasA","TA","Y","SBrkr",804,0,0,804,1,0,1,0,2,1,"Gd",4,"Typ",2,"Gd","Attchd","Unf",1,240,"TA","TA","Y",0,0,154,0,0,0,"No","MnPrv","No",0,2,2010,"WD ","Abnorml",119000,70
902206040,50,"RM",50,5500,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1929,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",234,"ALQ",692,0,926,"GasA","TA","Y","SBrkr",926,0,390,1316,1,0,1,0,3,1,"TA",6,"Typ",0,"No","Detchd","Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,"No","No","No",0,4,2010,"WD ","Normal",130000,36
902206220,50,"RM",69,11851,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,7,1948,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","BLQ",780,"Unf",0,247,1027,"GasA","Ex","Y","SBrkr",1027,606,0,1633,0,0,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd","Unf",1,240,"TA","TA","Y",0,100,126,0,0,0,"No","No","No",0,6,2010,"WD ","Normal",129000,62
902207140,30,"RM",60,8520,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,8,1928,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,624,624,"GasA","Gd","Y","SBrkr",720,0,0,720,0,0,1,0,2,1,"TA",5,"Typ",0,"No","Detchd","Unf",2,484,"TA","TA","Y",106,0,0,0,0,0,"No","No","No",0,5,2010,"WD ","Normal",105900,5
902327040,50,"RM",60,10800,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,6,1915,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","Fa","TA","No","LwQ",686,"Unf",0,0,686,"GasA","TA","Y","SBrkr",966,686,0,1652,1,0,2,0,4,1,"TA",7,"Typ",0,"No","Detchd","Unf",1,416,"TA","TA","Y",0,0,196,0,0,0,"No","No","Shed",1200,6,2010,"WD ","Normal",139000,49
902329030,70,"RM",50,9000,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",8,9,1890,2002,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","Stone","Fa","Fa","No","Unf",0,"Unf",0,346,346,"GasA","Ex","Y","SBrkr",1157,1111,0,2268,0,0,3,0,3,1,"Gd",7,"Typ",0,"No","Detchd","Unf",2,624,"TA","TA","N",0,108,0,0,0,0,"No","No","No",0,4,2010,"WD ","Normal",240000,7
902402130,70,"RM",60,7740,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",4,7,1910,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",0,"Unf",0,622,622,"GasA","Gd","Y","SBrkr",741,622,0,1363,0,0,1,0,3,1,"TA",6,"Typ",0,"No","Detchd","Unf",2,528,"TA","TA","Y",0,0,0,0,168,0,"No","No","No",0,6,2010,"WD ","Normal",125500,44
